DATE,USALOLITONOSTSAM
2020-09-01,98.7204450311512
2020-10-01,99.0429919868741
2020-11-01,99.4012631382729
2020-12-01,99.7791472104752
2021-01-01,100.117827351846
2021-02-01,100.458249337561
2021-03-01,100.75193494578
2021-04-01,100.99072313094
2021-05-01,101.054469662057
2021-06-01,101.058345084911
2021-07-01,101.017739874456
2021-08-01,100.957821605722
2021-09-01,100.905603024187
2021-10-01,100.860705831423
2021-11-01,100.813092638889
2021-12-01,100.741486898685
2022-01-01,100.629112223942
2022-02-01,100.471913609729
2022-03-01,100.267691930538
2022-04-01,100.024531294097
2022-05-01,99.752153307374
2022-06-01,99.4845665767081
2022-07-01,99.2603032567643
2022-08-01,99.0878259754169
2022-09-01,98.9494763641328
2022-10-01,98.8329452574006
2022-11-01,98.7347952859907
2022-12-01,98.65687247453
2023-01-01,98.5907339640256
